Datum;Nivo v absolutnih kotah (m n.m.)
28.03.1954
29.03.1954
30.03.1954;274.46
31.03.1954
01.04.1954
02.04.1954
03.04.1954
04.04.1954
05.04.1954
06.04.1954
07.04.1954
08.04.1954
09.04.1954
10.04.1954;274.42
11.04.1954
12.04.1954
13.04.1954
14.04.1954
15.04.1954
16.04.1954
17.04.1954
18.04.1954
19.04.1954
20.04.1954;274.23
21.04.1954
22.04.1954
23.04.1954
24.04.1954
25.04.1954
26.04.1954
27.04.1954
28.04.1954
29.04.1954
30.04.1954;274.13
01.05.1954
02.05.1954
03.05.1954
04.05.1954
05.05.1954
06.05.1954
07.05.1954
08.05.1954
09.05.1954
10.05.1954;274.93
11.05.1954
12.05.1954
13.05.1954
14.05.1954
15.05.1954
16.05.1954
17.05.1954
18.05.1954
19.05.1954
20.05.1954;274.77
21.05.1954
22.05.1954
23.05.1954
24.05.1954
25.05.1954
26.05.1954
27.05.1954
28.05.1954
29.05.1954
30.05.1954;274.53
31.05.1954
01.06.1954
02.06.1954
03.06.1954
04.06.1954
05.06.1954
06.06.1954
07.06.1954
08.06.1954
09.06.1954
10.06.1954;274.9
11.06.1954
12.06.1954
13.06.1954
14.06.1954
15.06.1954
16.06.1954
17.06.1954
18.06.1954
19.06.1954
20.06.1954;274.68
21.06.1954
22.06.1954
23.06.1954
24.06.1954
25.06.1954
26.06.1954
27.06.1954
28.06.1954
29.06.1954
30.06.1954;274.6
01.07.1954
02.07.1954
03.07.1954
04.07.1954
05.07.1954
06.07.1954
07.07.1954
08.07.1954
09.07.1954
10.07.1954;274.65
11.07.1954
12.07.1954
13.07.1954
14.07.1954
15.07.1954
16.07.1954
17.07.1954
18.07.1954
19.07.1954
20.07.1954;274.65
21.07.1954
22.07.1954
23.07.1954
24.07.1954
25.07.1954
26.07.1954
27.07.1954
28.07.1954
29.07.1954
30.07.1954;274.94
31.07.1954
01.08.1954
02.08.1954
03.08.1954
04.08.1954
05.08.1954
06.08.1954
07.08.1954
08.08.1954
09.08.1954
10.08.1954;274.23
11.08.1954
12.08.1954
13.08.1954
14.08.1954
15.08.1954
16.08.1954
17.08.1954
18.08.1954
19.08.1954
20.08.1954;274.23
21.08.1954
22.08.1954
23.08.1954
24.08.1954
25.08.1954
26.08.1954
27.08.1954
28.08.1954
29.08.1954
30.08.1954;274.14
31.08.1954
01.09.1954
02.09.1954
03.09.1954
04.09.1954
05.09.1954
06.09.1954
07.09.1954
08.09.1954
09.09.1954
10.09.1954;274.02
11.09.1954
12.09.1954
13.09.1954
14.09.1954
15.09.1954
16.09.1954
17.09.1954
18.09.1954
19.09.1954
20.09.1954;274.02
21.09.1954
22.09.1954
23.09.1954
24.09.1954
25.09.1954
26.09.1954
27.09.1954
28.09.1954
29.09.1954
30.09.1954;274.29
01.10.1954
02.10.1954
03.10.1954
04.10.1954
05.10.1954
06.10.1954
07.10.1954
08.10.1954
09.10.1954
10.10.1954;274.43
11.10.1954
12.10.1954
13.10.1954
14.10.1954
15.10.1954
16.10.1954
17.10.1954
18.10.1954
19.10.1954
20.10.1954;274.23
21.10.1954
22.10.1954
23.10.1954
24.10.1954
25.10.1954
26.10.1954
27.10.1954
28.10.1954
29.10.1954
30.10.1954;274.34
31.10.1954
01.11.1954
02.11.1954
03.11.1954
04.11.1954
05.11.1954
06.11.1954
07.11.1954
08.11.1954
09.11.1954
10.11.1954;274.24
11.11.1954
12.11.1954
13.11.1954
14.11.1954
15.11.1954
16.11.1954
17.11.1954
18.11.1954
19.11.1954
20.11.1954;274.74
21.11.1954
22.11.1954
23.11.1954
24.11.1954
25.11.1954
26.11.1954
27.11.1954
28.11.1954
29.11.1954
30.11.1954;274.47
01.12.1954
02.12.1954
03.12.1954
04.12.1954
05.12.1954
06.12.1954
07.12.1954
08.12.1954
09.12.1954
10.12.1954;274.38
11.12.1954
12.12.1954
13.12.1954
14.12.1954
15.12.1954
16.12.1954
17.12.1954
18.12.1954
19.12.1954
20.12.1954;274.91
21.12.1954
22.12.1954
23.12.1954
24.12.1954
25.12.1954
26.12.1954
27.12.1954
28.12.1954
29.12.1954
30.12.1954;274.41
31.12.1954
01.01.1955;274.41
02.01.1955
03.01.1955
04.01.1955
05.01.1955
06.01.1955
07.01.1955
08.01.1955
09.01.1955
10.01.1955;274.28
11.01.1955
12.01.1955
13.01.1955
14.01.1955
15.01.1955
16.01.1955
17.01.1955
18.01.1955
19.01.1955
20.01.1955;274.39
21.01.1955
22.01.1955
23.01.1955
24.01.1955
25.01.1955
26.01.1955
27.01.1955
28.01.1955
29.01.1955
30.01.1955;274.39
31.01.1955
01.02.1955
02.02.1955
03.02.1955
04.02.1955
05.02.1955
06.02.1955
07.02.1955
08.02.1955
09.02.1955
10.02.1955;274.34
11.02.1955
12.02.1955
13.02.1955
14.02.1955
15.02.1955
16.02.1955
17.02.1955
18.02.1955
19.02.1955
20.02.1955;274.47
21.02.1955
22.02.1955
23.02.1955
24.02.1955
25.02.1955
26.02.1955
27.02.1955
28.02.1955;274.69
01.03.1955
02.03.1955
03.03.1955
04.03.1955
05.03.1955
06.03.1955
07.03.1955
08.03.1955
09.03.1955
10.03.1955;274.42
11.03.1955
12.03.1955
13.03.1955
14.03.1955
15.03.1955
16.03.1955
17.03.1955
18.03.1955
19.03.1955
20.03.1955;274.88
21.03.1955
22.03.1955
23.03.1955
24.03.1955
25.03.1955
26.03.1955
27.03.1955
28.03.1955
29.03.1955
30.03.1955;275.42
31.03.1955
01.04.1955
02.04.1955
03.04.1955
04.04.1955
05.04.1955
06.04.1955
07.04.1955
08.04.1955
09.04.1955
10.04.1955;274.87
11.04.1955
12.04.1955
13.04.1955
14.04.1955
15.04.1955
16.04.1955
17.04.1955
18.04.1955
19.04.1955
20.04.1955;274.56
21.04.1955
22.04.1955
23.04.1955
24.04.1955
25.04.1955
26.04.1955
27.04.1955
28.04.1955
29.04.1955
30.04.1955;274.36
01.05.1955
02.05.1955
03.05.1955
04.05.1955
05.05.1955
06.05.1955
07.05.1955
08.05.1955
09.05.1955
10.05.1955;274.4
11.05.1955
12.05.1955
13.05.1955
14.05.1955
15.05.1955
16.05.1955
17.05.1955
18.05.1955
19.05.1955
20.05.1955;274.77
21.05.1955
22.05.1955
23.05.1955
24.05.1955
25.05.1955
26.05.1955
27.05.1955
28.05.1955
29.05.1955
30.05.1955;274.69
31.05.1955
01.06.1955
02.06.1955
03.06.1955
04.06.1955
05.06.1955
06.06.1955
07.06.1955
08.06.1955
09.06.1955
10.06.1955;274.49
11.06.1955
12.06.1955
13.06.1955
14.06.1955
15.06.1955
16.06.1955
17.06.1955
18.06.1955
19.06.1955
20.06.1955;274.49
21.06.1955
22.06.1955
23.06.1955
24.06.1955
25.06.1955
26.06.1955
27.06.1955
28.06.1955
29.06.1955
30.06.1955;274.37
01.07.1955
02.07.1955
03.07.1955
04.07.1955
05.07.1955
06.07.1955
07.07.1955
08.07.1955
09.07.1955
10.07.1955;274.24
11.07.1955
12.07.1955
13.07.1955
14.07.1955
15.07.1955
16.07.1955
17.07.1955
18.07.1955
19.07.1955
20.07.1955;274.06
21.07.1955
22.07.1955
23.07.1955
24.07.1955
25.07.1955
26.07.1955
27.07.1955
28.07.1955
29.07.1955
30.07.1955;274.1
31.07.1955
01.08.1955
02.08.1955
03.08.1955
04.08.1955
05.08.1955
06.08.1955
07.08.1955
08.08.1955
09.08.1955
10.08.1955;274.13
11.08.1955
12.08.1955
13.08.1955
14.08.1955
15.08.1955
16.08.1955
17.08.1955
18.08.1955
19.08.1955
20.08.1955;274.11
21.08.1955
22.08.1955
23.08.1955
24.08.1955
25.08.1955
26.08.1955
27.08.1955
28.08.1955
29.08.1955
30.08.1955;274
31.08.1955
01.09.1955
02.09.1955
03.09.1955
04.09.1955
05.09.1955
06.09.1955
07.09.1955
08.09.1955
09.09.1955
10.09.1955;273.93
11.09.1955
12.09.1955
13.09.1955
14.09.1955
15.09.1955
16.09.1955
17.09.1955
18.09.1955
19.09.1955
20.09.1955;274.39
21.09.1955
22.09.1955
23.09.1955
24.09.1955
25.09.1955
26.09.1955
27.09.1955
28.09.1955
29.09.1955
30.09.1955;274.14
01.10.1955
02.10.1955
03.10.1955
04.10.1955
05.10.1955
06.10.1955
07.10.1955
08.10.1955
09.10.1955
10.10.1955;274.07
11.10.1955
12.10.1955
13.10.1955
14.10.1955
15.10.1955
16.10.1955
17.10.1955
18.10.1955
19.10.1955
20.10.1955;274.41
21.10.1955
22.10.1955
23.10.1955
24.10.1955
25.10.1955
26.10.1955
27.10.1955
28.10.1955
29.10.1955
30.10.1955;274.7
31.10.1955
01.11.1955
02.11.1955
03.11.1955
04.11.1955
05.11.1955
06.11.1955
07.11.1955
08.11.1955
09.11.1955
10.11.1955;274.74
11.11.1955
12.11.1955
13.11.1955
14.11.1955
15.11.1955
16.11.1955
17.11.1955
18.11.1955
19.11.1955
20.11.1955;274.68
21.11.1955
22.11.1955
23.11.1955
24.11.1955
25.11.1955
26.11.1955
27.11.1955
28.11.1955
29.11.1955
30.11.1955;274.4
01.12.1955
02.12.1955
03.12.1955
04.12.1955
05.12.1955
06.12.1955
07.12.1955
08.12.1955
09.12.1955
10.12.1955;274.26
11.12.1955
12.12.1955
13.12.1955
14.12.1955
15.12.1955
16.12.1955
17.12.1955
18.12.1955
19.12.1955
20.12.1955;274.32
21.12.1955
22.12.1955
23.12.1955
24.12.1955
25.12.1955
26.12.1955
27.12.1955
28.12.1955
29.12.1955
30.12.1955;274.18
31.12.1955
01.01.1956;274.18
02.01.1956
03.01.1956
04.01.1956
05.01.1956
06.01.1956
07.01.1956
08.01.1956
09.01.1956
10.01.1956;274.33
11.01.1956
12.01.1956
13.01.1956
14.01.1956
15.01.1956
16.01.1956
17.01.1956
18.01.1956
19.01.1956
20.01.1956;274.49
21.01.1956
22.01.1956
23.01.1956
24.01.1956
25.01.1956
26.01.1956
27.01.1956
28.01.1956
29.01.1956
30.01.1956;274.35
31.01.1956
01.02.1956
02.02.1956
03.02.1956
04.02.1956
05.02.1956
06.02.1956
07.02.1956
08.02.1956
09.02.1956
10.02.1956
11.02.1956
12.02.1956
13.02.1956
14.02.1956;274.09
15.02.1956
16.02.1956
17.02.1956
18.02.1956
19.02.1956
20.02.1956;273.97
21.02.1956
22.02.1956
23.02.1956
24.02.1956
25.02.1956
26.02.1956
27.02.1956
28.02.1956
29.02.1956;273.85
01.03.1956
02.03.1956
03.03.1956
04.03.1956
05.03.1956
06.03.1956
07.03.1956
08.03.1956
09.03.1956
10.03.1956;273.83
11.03.1956
12.03.1956
13.03.1956
14.03.1956
15.03.1956
16.03.1956
17.03.1956
18.03.1956
19.03.1956
20.03.1956;273.81
21.03.1956
22.03.1956
23.03.1956
24.03.1956
25.03.1956
26.03.1956
27.03.1956
28.03.1956
29.03.1956
30.03.1956;273.98
31.03.1956
01.04.1956
02.04.1956
03.04.1956
04.04.1956
05.04.1956
06.04.1956
07.04.1956
08.04.1956
09.04.1956
10.04.1956;274.18
11.04.1956
12.04.1956
13.04.1956
14.04.1956
15.04.1956
16.04.1956
17.04.1956
18.04.1956
19.04.1956
20.04.1956;274.48
21.04.1956
22.04.1956
23.04.1956
24.04.1956
25.04.1956
26.04.1956
27.04.1956
28.04.1956
29.04.1956
30.04.1956;275.15
01.05.1956
02.05.1956
03.05.1956
04.05.1956
05.05.1956
06.05.1956
07.05.1956
08.05.1956
09.05.1956
10.05.1956;274.74
11.05.1956
12.05.1956
13.05.1956
14.05.1956
15.05.1956
16.05.1956
17.05.1956
18.05.1956
19.05.1956
20.05.1956;274.53
21.05.1956
22.05.1956
23.05.1956
24.05.1956
25.05.1956
26.05.1956
27.05.1956
28.05.1956
29.05.1956
30.05.1956;274.6
31.05.1956
01.06.1956
02.06.1956
03.06.1956
04.06.1956
05.06.1956
06.06.1956
07.06.1956
08.06.1956
09.06.1956
10.06.1956;274.86
11.06.1956
12.06.1956
13.06.1956
14.06.1956
15.06.1956
16.06.1956
17.06.1956
18.06.1956
19.06.1956
20.06.1956;274.67
21.06.1956
22.06.1956
23.06.1956
24.06.1956
25.06.1956
26.06.1956
27.06.1956
28.06.1956
29.06.1956
30.06.1956;274.69
01.07.1956
02.07.1956
03.07.1956
04.07.1956
05.07.1956
06.07.1956
07.07.1956
08.07.1956
09.07.1956
10.07.1956;274.38
11.07.1956
12.07.1956
13.07.1956
14.07.1956
15.07.1956
16.07.1956
17.07.1956
18.07.1956
19.07.1956
20.07.1956;274.53
21.07.1956
22.07.1956
23.07.1956
24.07.1956
25.07.1956
26.07.1956
27.07.1956
28.07.1956
29.07.1956
30.07.1956;274.36
31.07.1956
01.08.1956
02.08.1956
03.08.1956
04.08.1956
05.08.1956
06.08.1956
07.08.1956
08.08.1956
09.08.1956
10.08.1956;274.27
11.08.1956
12.08.1956
13.08.1956
14.08.1956
15.08.1956
16.08.1956
17.08.1956
18.08.1956
19.08.1956
20.08.1956;274.13
21.08.1956
22.08.1956
23.08.1956
24.08.1956
25.08.1956
26.08.1956
27.08.1956
28.08.1956
29.08.1956
30.08.1956;274.33
31.08.1956
01.09.1956
02.09.1956
03.09.1956
04.09.1956
05.09.1956
06.09.1956
07.09.1956
08.09.1956
09.09.1956
10.09.1956;274
11.09.1956
12.09.1956
13.09.1956
14.09.1956
15.09.1956
16.09.1956
17.09.1956
18.09.1956
19.09.1956
20.09.1956;273.97
21.09.1956
22.09.1956
23.09.1956
24.09.1956
25.09.1956
26.09.1956
27.09.1956
28.09.1956
29.09.1956
30.09.1956;273.92
01.10.1956
02.10.1956
03.10.1956
04.10.1956
05.10.1956
06.10.1956
07.10.1956
08.10.1956
09.10.1956
10.10.1956;274.26
11.10.1956
12.10.1956
13.10.1956
14.10.1956
15.10.1956
16.10.1956
17.10.1956
18.10.1956
19.10.1956
20.10.1956;274.46
21.10.1956
22.10.1956
23.10.1956
24.10.1956
25.10.1956
26.10.1956
27.10.1956
28.10.1956
29.10.1956
30.10.1956;274.11
31.10.1956
01.11.1956
02.11.1956
03.11.1956
04.11.1956
05.11.1956
06.11.1956
07.11.1956
08.11.1956
09.11.1956
10.11.1956;274.63
11.11.1956
12.11.1956
13.11.1956
14.11.1956
15.11.1956
16.11.1956
17.11.1956
18.11.1956
19.11.1956
20.11.1956;274.77
21.11.1956
22.11.1956
23.11.1956
24.11.1956
25.11.1956
26.11.1956
27.11.1956
28.11.1956
29.11.1956
30.11.1956;274.47
01.12.1956
02.12.1956
03.12.1956
04.12.1956
05.12.1956
06.12.1956
07.12.1956
08.12.1956
09.12.1956
10.12.1956;274.25
11.12.1956
12.12.1956
13.12.1956
14.12.1956
15.12.1956
16.12.1956
17.12.1956
18.12.1956
19.12.1956
20.12.1956;274.54
21.12.1956
22.12.1956
23.12.1956
24.12.1956
25.12.1956
26.12.1956
27.12.1956
28.12.1956
29.12.1956
30.12.1956;273.91
31.12.1956
01.01.1957;273.91
02.01.1957
03.01.1957
04.01.1957
05.01.1957
06.01.1957
07.01.1957
08.01.1957
09.01.1957
10.01.1957;273.86
11.01.1957
12.01.1957
13.01.1957
14.01.1957
15.01.1957
16.01.1957
17.01.1957
18.01.1957
19.01.1957
20.01.1957;273.74
21.01.1957
22.01.1957
23.01.1957
24.01.1957
25.01.1957
26.01.1957
27.01.1957
28.01.1957
29.01.1957
30.01.1957;273.62
31.01.1957
01.02.1957
02.02.1957
03.02.1957
04.02.1957
05.02.1957
06.02.1957
07.02.1957
08.02.1957
09.02.1957
10.02.1957;273.6
11.02.1957
12.02.1957
13.02.1957
14.02.1957
15.02.1957
16.02.1957
17.02.1957
18.02.1957
19.02.1957
20.02.1957;274.65
21.02.1957
22.02.1957
23.02.1957
24.02.1957
25.02.1957
26.02.1957
27.02.1957
28.02.1957;274.67
01.03.1957
02.03.1957
03.03.1957
04.03.1957
05.03.1957
06.03.1957
07.03.1957
08.03.1957
09.03.1957
10.03.1957;274.32
11.03.1957
12.03.1957
13.03.1957
14.03.1957
15.03.1957
16.03.1957
17.03.1957
18.03.1957
19.03.1957
20.03.1957;274.13
21.03.1957
22.03.1957
23.03.1957
24.03.1957
25.03.1957
26.03.1957
27.03.1957
28.03.1957
29.03.1957
30.03.1957;274.02
31.03.1957
01.04.1957
02.04.1957
03.04.1957
04.04.1957
05.04.1957
06.04.1957
07.04.1957
08.04.1957
09.04.1957
10.04.1957;274.3
11.04.1957
12.04.1957
13.04.1957
14.04.1957
15.04.1957
16.04.1957
17.04.1957
18.04.1957
19.04.1957
20.04.1957;274.64
21.04.1957
22.04.1957
23.04.1957
24.04.1957
25.04.1957
26.04.1957
27.04.1957
28.04.1957
29.04.1957
30.04.1957;274.43
01.05.1957
02.05.1957
03.05.1957
04.05.1957
05.05.1957
06.05.1957
07.05.1957
08.05.1957
09.05.1957
10.05.1957;274.48
11.05.1957
12.05.1957
13.05.1957
14.05.1957
15.05.1957
16.05.1957
17.05.1957
18.05.1957
19.05.1957
20.05.1957;274.38
21.05.1957
22.05.1957
23.05.1957
24.05.1957
25.05.1957
26.05.1957
27.05.1957
28.05.1957
29.05.1957
30.05.1957;274.49
31.05.1957
01.06.1957
02.06.1957
03.06.1957
04.06.1957
05.06.1957
06.06.1957
07.06.1957
08.06.1957
09.06.1957
10.06.1957;274.39
11.06.1957
12.06.1957
13.06.1957
14.06.1957
15.06.1957
16.06.1957
17.06.1957
18.06.1957
19.06.1957
20.06.1957;274.14
21.06.1957
22.06.1957
23.06.1957
24.06.1957
25.06.1957
26.06.1957
27.06.1957
28.06.1957
29.06.1957
30.06.1957;274.24
01.07.1957
02.07.1957
03.07.1957
04.07.1957
05.07.1957
06.07.1957
07.07.1957
08.07.1957
09.07.1957
10.07.1957;273.98
11.07.1957
12.07.1957
13.07.1957
14.07.1957
15.07.1957
16.07.1957
17.07.1957
18.07.1957
19.07.1957
20.07.1957;274.27
21.07.1957
22.07.1957
23.07.1957
24.07.1957
25.07.1957
26.07.1957
27.07.1957
28.07.1957
29.07.1957
30.07.1957;274.56
31.07.1957
01.08.1957
02.08.1957
03.08.1957
04.08.1957
05.08.1957
06.08.1957
07.08.1957
08.08.1957
09.08.1957
10.08.1957;274.85
11.08.1957
12.08.1957
13.08.1957
14.08.1957
15.08.1957
16.08.1957
17.08.1957
18.08.1957
19.08.1957
20.08.1957;274.21
21.08.1957
22.08.1957
23.08.1957
24.08.1957
25.08.1957
26.08.1957
27.08.1957
28.08.1957
29.08.1957
30.08.1957;274.21
31.08.1957
01.09.1957
02.09.1957
03.09.1957
04.09.1957
05.09.1957
06.09.1957
07.09.1957
08.09.1957
09.09.1957
10.09.1957;274.11
11.09.1957
12.09.1957
13.09.1957
14.09.1957
15.09.1957
16.09.1957
17.09.1957
18.09.1957
19.09.1957
20.09.1957;274.18
21.09.1957
22.09.1957
23.09.1957
24.09.1957
25.09.1957
26.09.1957
27.09.1957
28.09.1957
29.09.1957
30.09.1957;274.25
01.10.1957
02.10.1957
03.10.1957
04.10.1957
05.10.1957
06.10.1957
07.10.1957
08.10.1957
09.10.1957
10.10.1957;274.36
11.10.1957
12.10.1957
13.10.1957
14.10.1957
15.10.1957
16.10.1957
17.10.1957
18.10.1957
19.10.1957
20.10.1957;274.18
21.10.1957
22.10.1957
23.10.1957
24.10.1957
25.10.1957
26.10.1957
27.10.1957
28.10.1957
29.10.1957
30.10.1957;274.63
31.10.1957
01.11.1957
02.11.1957
03.11.1957
04.11.1957
05.11.1957
06.11.1957
07.11.1957
08.11.1957
09.11.1957
10.11.1957;274.09
11.11.1957
12.11.1957
13.11.1957
14.11.1957
15.11.1957
16.11.1957
17.11.1957
18.11.1957
19.11.1957
20.11.1957;274.31
21.11.1957
22.11.1957
23.11.1957
24.11.1957
25.11.1957
26.11.1957
27.11.1957
28.11.1957
29.11.1957
30.11.1957;274.11
01.12.1957
02.12.1957
03.12.1957
04.12.1957
05.12.1957
06.12.1957
07.12.1957
08.12.1957
09.12.1957
10.12.1957;273.92
11.12.1957
12.12.1957
13.12.1957
14.12.1957
15.12.1957
16.12.1957
17.12.1957
18.12.1957
19.12.1957
20.12.1957;274.28
21.12.1957
22.12.1957
23.12.1957
24.12.1957
25.12.1957
26.12.1957
27.12.1957
28.12.1957
29.12.1957
30.12.1957;273.77
31.12.1957
01.01.1958;273.77
02.01.1958
03.01.1958
04.01.1958
05.01.1958
06.01.1958
07.01.1958
08.01.1958
09.01.1958
10.01.1958;274.06
11.01.1958
12.01.1958
13.01.1958
14.01.1958
15.01.1958
16.01.1958
17.01.1958
18.01.1958
19.01.1958
20.01.1958;274.51
21.01.1958
22.01.1958
23.01.1958
24.01.1958
25.01.1958
26.01.1958
27.01.1958
28.01.1958
29.01.1958
30.01.1958;274.33
31.01.1958
01.02.1958
02.02.1958
03.02.1958
04.02.1958
05.02.1958
06.02.1958
07.02.1958
08.02.1958
09.02.1958
10.02.1958;274.19
11.02.1958
12.02.1958
13.02.1958
14.02.1958
15.02.1958
16.02.1958
17.02.1958
18.02.1958
19.02.1958
20.02.1958;274.76
21.02.1958
22.02.1958
23.02.1958
24.02.1958
25.02.1958
26.02.1958
27.02.1958
